Vannlokalitet_kode,Betegnelse,Aktivitet_id,Oppdragsgiver,Oppdragstaker,Parameter_id,VitenskapligNavn,Provetakmetode_id,Analysemetode_id,Tid_provetak,Listenavn,Provenr,Ant_verdier,Kommentar,source_file,date,year,value,upper_m,lower_m
01.01-43181,HT192,OEKK,Miljødirektoratet,HI,MHRFORSK,Gonactinia prolifera,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-03 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-03,2021,2,14,14
01.01-43181,HT192,OEKK,Miljødirektoratet,HI,MHRFORSK,Gonactinia prolifera,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-03 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-03,2021,2,16,16
01.01-43181,HT192,OEKK,Miljødirektoratet,HI,MHRFORSK,Gonactinia prolifera,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-03 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-03,2021,2,18,18
01.01-43181,HT192,OEKK,Miljødirektoratet,HI,MHRFORSK,Protanthea simplex,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-16 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-16,2022,2,26,26
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Asterias rubens juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,1,2,2
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Asterias rubens juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,4,4
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Asterias rubens juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,1,6,6
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,1,1
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,1,10,10
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,1,14,14
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,2,2
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,24,24
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,4,4
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Vanlig (20-80 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,3,6,6
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Marthasterias glacialis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,8,8
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Mytilus edulis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,0,0
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Mytilus edulis juv.,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,1,1
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Skorpeformet bryozo på fjell - oransj,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Vanlig (20-80 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,3,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Skorpeformet bryozo på fjell - oransj,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Vanlig (20-80 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,3,24,24
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Skorpeformet bryozo på fjell - oransj,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Vanlig (20-80 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,3,28,28
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Skorpeformet bryozo på fjell - oransj,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,8,8
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Porifera indet.: encrusting - orange,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,0,0
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Porifera indet.: encrusting - orange,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,1,1
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Porifera indet.: encrusting - orange,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Vanlig (20-80 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,3,2,2
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Porifera indet.: encrusting - orange,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,24,24
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Porifera indet.: encrusting - orange,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,4,4
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Porifera indet.: encrusting - orange,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,6,6
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Porifera indet.: encrusting - orange,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,8,8
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Clavelina lepadiformis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,10,10
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,1,12,12
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,1,14,14
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,22,22
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,24,24
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,26,26
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ciona intestinalis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,28,28
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,12,12
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,14,14
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,12,12
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,16,16
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,22,22
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,24,24
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,26,26
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,28,28
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia mentula,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,8,8
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia virginea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidia virginea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidiella scabra,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ascidiella scabra,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Corella parallelogramma,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,10,10
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Corella parallelogramma,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,12,12
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Corella parallelogramma,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,4,4
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Corella parallelogramma,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,6,6
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Corella parallelogramma,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,8,8
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Corella parallelogramma,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,12,12
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Corella parallelogramma,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Dendrodoa grossularia,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,14,14
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Dendrodoa grossularia,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,16,16
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Dendrodoa grossularia,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Dendrodoa grossularia,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Dendrodoa grossularia,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,3,3
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Dendrodoa grossularia,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,4,4
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Dendrodoa grossularia,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,6,6
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Botryllus schlosseri,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,10,10
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Botryllus schlosseri,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,2,2
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Botryllus schlosseri,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,6,6
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Botryllus schlosseri,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,2,2
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Botryllus schlosseri,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,1,4,4
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Ophiura albida,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Mytilus edulis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,0,0
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Mytilus edulis,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,1,1
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Tectura,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,10,10
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Tectura,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,14,14
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Tectura,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Littorina littorea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,0,0
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Littorina littorea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,1,1
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Novocrania anomala,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,14,14
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Novocrania anomala,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Novocrania anomala,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Vanlig (20-80 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,3,22,22
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Novocrania anomala,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Dominerende (> 80 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,4,24,24
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Novocrania anomala,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Vanlig (20-80 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,3,26,26
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Novocrania anomala,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2022-08-18 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2022.xlsx,2022-08-18,2022,2,28,28
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Polymastia,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Hymedesmia mammillaris,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Enkeltfunn (< 5 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,1,12,12
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Hymedesmia mammillaris,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,18,18
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Hymedesmia mammillaris,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,20,20
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Halichondria panicea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,1,1
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Halichondria panicea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,10,10
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Halichondria panicea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,12,12
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Halichondria panicea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,16,16
01.01-62427,HT3,OEKK,Miljødirektoratet,HI,MHRFORSK,Halichondria panicea,NS-EN ISO 19493:2007 DT,NS-EN ISO 19493:2007,2021-09-01 00:00:00,Spredt (5-20 %),,1,,vm_okokyst_2021.xlsx,2021-09-01,2021,2,18,18
